Clade,Genus,Species,GenusFinal,SpeciesFinal,Specimen,Reference,Page,R L,L L,L,R L,L L,L,R L,L L,L,R L,L L,L,L Min Shaft W,R Min Shaft W,Min Shaft W,R Circ,L Circ,Circ,R L,L L,L,R L,L L,L,MC I L,MC II L,MC III L,MC IV L,MC V L,I-1 L,I-2 L,II-1 L,II-2 L,II-3 L,III-1 L,III-2 L,III-3 L,III-4 L,IV-1 L,IV-2 L,IV-3 L,V-1 L,V-2 L,V-3 L,V-4 L,R L,L L,L,R Circ,L Circ,Circ,R Midshaft ML W,L Midshaft ML W,Midshaft ML W,R Midshaft AP L,L Shaft AP L,Shaft AP L,R L,L L,L,R L,L L,L,MT I L,MT II L,MT III L,MT IV L,MT V L,I-1 L,I-2 L,II-1 L,II-2 L,II-3 L,III-1 L,III-2 L,III-3 L,III-4 L,IV-1 L,IV-2 L,IV-3 L,IV-4 L,IV-5 L,Entry 1,Entry 2,,,,,,,Total Entries,Fem Entries,Difference,
Stegosauria,Stegosaurus,,Stegosaurus,,USNM 7362,Gilmore 1914,"67, 68",,,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joy MaryAnn Wentz,Christian Foth,Robert J. Taylor,,,,,,1,0,1,
Stegosauria,Stegosaurus,,Stegosaurus,,USNM 7370,Gilmore 1914,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joy MaryAnn Wentz,Christian Foth,Robert J. Taylor,,,,,,1,1,0,
Stegosauria,Stegosaurus,,Stegosaurus,,USNM 7379,Gilmore 1914,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,,Joy MaryAnn Wentz,Christian Foth,Robert J. Taylor,,,,,,1,0,1,
Stegosauria,Stegosaurus,,Stegosaurus,,USNM 7380,Gilmore 1914,83-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,895,,,,,,,,,,,565,,,,,518,,,,,,,,,,,,,,,,,,,,Joy MaryAnn Wentz,Christian Foth,Robert J. Taylor,,,,,,4,2,2,
Stegosauria,Stegosaurus,,Stegosaurus,,USNM 7387,Gilmore 1914,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,Joy MaryAnn Wentz,Robert J. Taylor,,,,,,,1,0,1,
Stegosauria,Stegosaurus,,Stegosaurus,,USNM 7401,Gilmore 1914,@,,,,,,,,,,,,,,,,,,,,,,,,,61,84,82,84,64,21,51,13,60,,11,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joy MaryAnn Wentz,Christian Foth,Robert J. Taylor,NOTE: juvenile,,,,,11,0,11,
Stegosauria,Stegosaurus,,Stegosaurus,,USNM 7409,Gilmore 1914,@,,,,,,,,,,,452,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joy MaryAnn Wentz,Christian Foth,Robert J. Taylor,,,,,,2,0,2,
Stegosauria,Stegosaurus,,Stegosaurus,,USNM 7618,Gilmore 1914,66,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joy MaryAnn Wentz,Robert J. Taylor,,,,,,,1,0,1,
Stegosauria,Stegosaurus,,Stegosaurus,,USNM 7619,Gilmore 1914,66,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joy MaryAnn Wentz,Robert J. Taylor,,,,,,,1,0,1,
Stegosauria,Stegosaurus,,Stegosaurus,,YPM 4634,Galton 1982b,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,Note: Sub-adult,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,AMNH 956,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,BYU 17313,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,BYU 9051,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CEUM 1717,Maidment et al 2008,suppl. xliv,,,,,,,,,,,,500,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,2,0,2,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CEUM 5203,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CEUM uncat,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CMNH 11341,Maidment et al 2008,suppl. xliv-xlvi,,,,,,,,,,,580,,120,,,,,,,,610,,,450,,,,,,,,,,,,,,,,,,,,,,1080,1020,,,,,,,,,,,,690,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,7,2,5,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CMNH 21709,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CMNH 21737,Maidment et al 2008,suppl. xliii-xliv,,,,,,705,,,,,,540,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,3,0,3,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CMNH 21758,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,2,2,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CMNH 21770,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CMNH 36700,Maidment et al 2008,suppl. xlv,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CMNH 38340,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CMNH 557,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,CMNH 88,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,2,2,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,DINO 4512,Maidment et al 2008,suppl. xliv,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,DINO 4683,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,DMNH 21028,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,2,1,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,DMNH 21028,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,630,,,550,,,,,,,,,,,,,,,,,,,,"Doug Henning, Jr.",,DMNH 21068 a probable typo,,,,,,3,1,2,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,FHPR 1095,Maidment et al 2008,suppl. xliv-xlv,,,,,,,,,,690,720,,170,165,,,,,,,595,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,6,0,6,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,FHPR 1693,Maidment et al 2008,suppl. xliv,,,,,,,,,,,,490,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,2,0,2,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,USNM 11659,Maidment et al 2008,suppl. xliv-xlv,,,,,,,,,,,,500,,,120,,,,,,530,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,4,0,4,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,USNM 12019 ,Maidment et al 2008,suppl. xliv,,,,,,,,,,,,540,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,2,0,2,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,USNM 7362,Maidment et al 2008,suppl. xliv,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,USNM 7370,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,USNM 7380,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,USNM 7385,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,USNM 7387,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,USNM 7409,Maidment et al 2008,suppl. xliv,,,,,,,,,,,,450,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,2,0,2,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM 1365a,Maidment et al 2008,suppl. xlv,,,,,,,,,,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM 1365a?,Maidment et al 2008,suppl. xlv,,,,,,,,,,,,,,,,,,,490,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,2,0,2,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM 1855,Maidment et al 2008,suppl. xlv,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM 1856,Maidment et al 2008,suppl. xliii-xlvi,,,,650,,,,,,,420,,100,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,"520, 630",,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,6,1,5,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM 4634,Maidment et al 2008,suppl. xliv-xlv,,,,,,,,,,280,280,,50,48,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,490,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,7,2,5,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM 4835,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM uncat ?,Maidment et al 2008,suppl. xlvii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM uncat (?),Maidment et al 2008,suppl. xliv,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM uncat (1),Maidment et al 2008,suppl. xliii,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM uncat (2),Maidment et al 2008,suppl. xliii,,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM uncat (3),Maidment et al 2008,suppl. xliv,,,,,,,,,,550,530,,125,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,4,0,4,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM uncat (4),Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Stegosaurus or indet.,,Stegosaurus or indet.,,YPM uncat p.45,Maidment et al 2008,suppl. xlvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,1,0,
Stegosauria,Tuojiangosaurus,multispinus,Tuojiangosaurus,multispinus,CV00209,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,2,2,0,
Stegosauria,Tuojiangosaurus,multispinus,Tuojiangosaurus,multispinus,CV00209,combined,,,,,,,900,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,615,,,570,,,,,,,,,,,,,,,,,,,,John Dziak,,,,,,,,5,1,4,
Stegosauria,Tuojiangosaurus,multispinus,Tuojiangosaurus,multispinus,CV00209,Dong et al. 1983,141 -158 of translation -- see Polyglot Paleontologist,,,,900,,,,,,550,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,850,,,,,,,,,,,610,620,,570,570,,,,,,,,,,,,,,,,,,,,,John Dziak,David Button,,,,,,,9,2,7,
Suchia,Postosuchus,alisonae,Postosuchus,alisonae,UNC 15575,Peyer et al. 2008,365-366,,,,,,,,,,300e,297e,,21.4,21.8,,,,,,273,,242e,241e,,35.3 / -,39.4 / -,41.3 / -,42.2 / -,28.4 / -,12 / - ,23.2 / - ,12.2 / -,7 / -,,- / 11.4,- / 6.5,3.6 / 3.3,3.7 / 3.7e,11.5 / -,6.5 / -,,,,,,,,,,,,,,,,,,,300,,291,298,,- / 110,130 / 130.7,137 / 136,117 / 117.3,81 / 77.5,32 / 36.2,38.8 / 38.7,42.3 / 40.8,26.8 / 27.7,34.7 / 35.1,39.4 / 40.7,21.9 / 22.4 ,20.2 / 19,28.1 / 26.8,34.1 / 34.2,17.3 / 19.7,18.4 / -,7.4 / -,10.4 / -,Randall B. Irmis,Christian Foth,,,,,,,44,0,44,
Suchia,Postosuchus,kirkpatricki,Postosuchus,kirkpatricki,TTUP 9000,Chatterjee 1985,400-401,,,,,,,,,400,,,265,,,29,,,,,,257,,,230,,,,,,,,,,,,,,,,,,,,,,,,505,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Randall B. Irmis,Christian Foth,Roman E. Ulansky,,,,,,7,2,5,
Suchia,Postosuchus,kirkpatricki,Postosuchus,kirkpatricki,TTUP 9002,Chatterjee 1985,400-401,,,,,,,,,292,,,225,,,20,,,,,,230,,,205,31,40,40,37,25,,,,,,,,,,,,,,,,,,,383,,,,,,42,,,,,,286,,,274,,,126,110,77,,,,,,,,,,,,,,,Randall B. Irmis,Christian Foth,Roman E. Ulansky,,,,,,17,2,15,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7223,Colbert 1964a,7,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,224,,,,,,126,,,,,,,,,,,,,,,,,John Dziak,Bruce D. Woollatt,Diane Dawson,Abbreviation changed from AMNH to AMNH FR,,,,,4,1,3,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7223,Colbert 1964b,13,,,,,,,,,,,,120,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,209,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,Bruce D. Woollatt,William Banks Miller,,Abbreviation changed from AMNH to AMNH FR,,,,,4,1,3,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7223,Colbert 1989,118-121,,,,,,,,,134,,,120,,,,,,,,,,,,65,20,39,36,32,,22,22,19,21,12,13,15,18,9,,,,,,,,,,209,,,,,,,,,,,,224,,,,,110,126,114,,,,33,27,20,36,31,27,25,17,16,15,,18,Christian Foth,Randall B. Irmis,,,,,,,32,1,31,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7223,combined,,,,,,,,,,134,,,120,,,,,,,,,,,,65,20,39,36,32,,22,22,19,21,12,13,15,18,9,,,,,,,,,,209,,,,,,,,,,,,224,,,,,110,126,114,,,,33,27,20,36,31,27,25,17,16,15,,18,John Dziak,,,,,,,,32,1,31,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7224,Colbert 1964a,7,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,221,,,,,,125,,,,,,,,,,,,,,,,,John Dziak,Bruce D. Woollatt,Diane Dawson,Abbreviation changed from AMNH to AMNH FR,,,,,4,1,3,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7224,Colbert 1964b,13,,,,,,,,,,,,134,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,203,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,Bruce D. Woollatt,William Banks Miller,,Abbreviation changed from AMNH to AMNH FR,,,,,4,1,3,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7224,Colbert 1989,118-121,,,,,,,,,156,,,134,,,,,,,,,,,,82,20,40,41,,,28,25,19,,,17,17,18,15,,,,,,,,,,203,,,,,,,,,,,,221,,,,,,125,,,,,,,,,,,,,,,,,Christian Foth,Randall B. Irmis,,,,,,,16,1,15,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7224,combined,,,,,,,,,,156,,,134,,,,,,,,,,,,82,20,40,41,,,28,25,19,,,17,17,18,15,,,,,,,,,,203,,,,,,,,,,,,221,,,,,,125,,,,,,,,,,,,,,,,,John Dziak,,,,,,,,16,1,15,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7227,Colbert 1964a,7,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Dziak,Bruce D. Woollatt,Diane Dawson,Abbreviation changed from AMNH to AMNH FR,,,,,2,1,1,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7227,Colbert 1989,118-121,,,,,,,,,108,,,86,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,78,90,,,,,,,,,,,,,,,,,Randall B. Irmis,Robert J. Taylor,,,,,,,6,1,5,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7227,combined,,,,,,,,,,108,,,86,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,78,90,,,,,,,,,,,,,,,,,John Dziak,,,,,,,,6,1,5,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7228,Colbert 1964a,7,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,188,,,,,,108,,,,,,,,,,,,,,,,,John Dziak,Bruce D. Woollatt,Diane Dawson,Abbreviation changed from AMNH to AMNH FR,,,,,4,1,3,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7228,Colbert 1989,118-121,,,,,,,,,103,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,188,,,,,,108,,,,,,,,,,,,,,,,,Randall B. Irmis,Robert J. Taylor,,,,,,,5,1,4,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7228,combined,,,,,,,,,,103,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,,188,,,,,,108,,,,,,,,,,,,,,,,,John Dziak,,,,,,,,5,1,4,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7229,Colbert 1964a,7,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,154,,,,,,85,,,,,,,,,,,,,,,,,John Dziak,Bruce D. Woollatt,Diane Dawson,Abbreviation changed from AMNH to AMNH FR,,,,,4,1,3,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7229,Colbert 1989,118-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,154,,,,,,85,73,,,,,,,,,,,,,,,,Randall B. Irmis,Robert J. Taylor,,,,,,,4,1,3,
Theropoda,Coelophysis,bauri,Coelophysis,bauri,AMNH FR 7229,combined,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,154,,,,,,85,73,,,,,,,,,,,,,,,,John Dziak,,,,,,,,5,1,4,
